Date,Day,Week,Month,Sky,High Temperature (F),Low Temperature (F),Wake Up City,Wake Up State,Wake Up Country,Sleep City,Sleep State,Sleep Country,Cities Visited,States Visited,Countries Visited,Wake Up Time,Bedtime,Hours slept,Naps taken,Morning Phone Battery (%),Morning Mood,Night Mood,Sick?,Shirt Type,Shirt Color Primary,Shirt Color Secondary,Shirt Company,Shirt Design,Shirt Color Short,Pants Type,Pants Color Primary,Pants Color Secondary,Pants Brand,Pants Design,Pants Color Short,Shoe Type,Shoe Color Primary,Shoe Color Secondary,Shoe Brand,Shoe Design,Shoe Color Short,Underwear Color Primary,Underwear Color Secondary,Underwear Type,Underwear Color Short,Sock Color Primary,Sock Color Secondary,Sock Company,Sock Design,Sock Color Short,Contacts/Glasses?,Glasses Color,Hat?,Hat Color Primary,Hat Color Secondary,Hat Type,Hat Company,Hat Design,Hat Color Short,Undershirt?,Undershirt Color,Undershirt Color Secondary,Undershirt Company,Undershirt Design,Undershirt Color Short,Jacket?,Jacket Color,Jacket Color Secondary,Jacket Type,Jacket Company,Jacket Design,Jacket Color Short,Clothes Layers,Breakfast,Lunch,Dinner,Dessert,Snacks Eaten,Cooked Breakfast?,Cooked Lunch?,Lunch Leftovers?,Cooked Dinner?,Dinner Leftovers?,Cooked Dessert?,Restaurant Breakfast,Restaurant Lunch,Restaurant Dinner,Restaurant Dessert,Breakfast Rating,Lunch Rating,Dinner Rating,Dessert Rating,Fruit Eaten,Vegetables Eaten,Meat Eaten,Breakfast Notes,Lunch Notes,Dinner Notes,Dessert Notes,Streaming Service Breakfast,Streaming Service Lunch,Streaming Service Dinner,Show Watched During Breakfast,Show Watched During Lunch,Show Watched During Dinner,Times watched TV,Went to grocery store?,Went Outside?,Outside Feel,Gym?,Cardio?,Cardio Duration (minutes),Lifting?,Lifting Duration (minutes),Sports Played,Public Transportation Used,In Car?,Drove?,Uber/Lyft?,People seen in person,People seen virtually,People I called,People called me,Things I worked on,Coding Languages Used,Brushed Teeth?,Flossed?,Times pooped,Times peed,Zoom?,Video games played,Alcohol?,# of Drinks,Drink Type
2024-01-11,Thursday,2,January,Partly Cloudy,46,39,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:30,01:30,6.5,0,23,Good,Good,FALSE,Long Sleeve,Emerald Green,Yellow,Power Rangers,,Green,Sweatpants,Gray,Red,Quincy,,Gray,Sandals,Green,Orange,Adidas,,Green,Blue,,Boxers,Blue,Dark Green,Red,Roots,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Dark Green,,Pullover,,,Green,2,,Calamari Salad,Tilapia w/ Sugar Snaps and Mushrooms,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,7,,Banana,"Mushroom, Carrot, Peas","Calamari, Tilapia",,This calamari is bomb,Good servicable meal no complaints would be happy to eat it again,,,YouTube,,,Kofi: It got worse,,1,TRUE,TRUE,Chilly,TRUE,TRUE,15,TRUE,30,,,FALSE,FALSE,FALSE,,"Ryan, Jack, Sam, Scialabba",Jiwei,Jiwei,"MSPCFO Endpoint, ScholarlySync, FSNB Chatbot",python,TRUE,TRUE,1,4,TRUE,Fruit Merge,FALSE,0,
2024-01-12,Friday,2,January,Partly Cloudy,48,36,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:30,11:00,7,0,30,Good,Good,FALSE,T-Shirt,Emerald Green,White,Alien,,Green,Sweatpants,Black,Neon Green,Adidas,,Black,Sandals,Green,Orange,Adidas,,Green,Green,White,Boxers,Green,Dark Green,Red,Roots,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Dark Green,,Hoodie,,,Green,2,,Tilapia w/ Sugar Snaps and Mushrooms,"Salmon, Eel Poke Bowl",Chicken Pizza,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Pike Poke,Rosario's,,7,8,6,Banana,"Mushroom, Carrot, Peas",Tilapia,,Solid,Great as always. Can never go wrong with Pike Poke,Rosario's really did not hit. The chicken and pizza tasted old,,YouTube,YouTube,,Y Combinator: Do You Need a Business CoFounder?,Stephen A Smith: Response about Jason Whitlocke,2,TRUE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,"Abi, Kevin",,,Abi,"MSPCFO Endpoint, ScholarlySync, FSNB Chatbot",python,TRUE,TRUE,2,3,FALSE,Fruit Merge,FALSE,0,
2024-01-13,Saturday,2,January,Windy,58,33,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,07:30,11:00,8.5,0,100,Ok,Good,FALSE,Polo,Celadon,,Greg Norman,,Green,Khakis,Moss Green,,Blank,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,White,Green,Stance,,White,Glasses,Green,TRUE,Kelly Green,,Beanie,Zara,,Green,FALSE,,,,,,FALSE,,,,,,,2,,Jewish Cowboy Pizza,Shrimp Dumpling and Pork Egg Rolls,Green Tea Rice Balls,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Tony Baloney's,Dim Sum Sam,Dim Sum Sam,,8,8,10,,Horseradish,"Brisket, Shrimp, Pork",,One of the better Tony Baloney's slices. The brisket pairs well with the passover sauce and the whole slice is a very enjoyable experience,Dim Sum Sam dim sum slaps,"Arguably the best thing at Dim Sum Sam, I could eat a million of these",,,Peacock,,,Chiefs vs. Dolphins,1,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,"Golf, Basketball",Path,TRUE,FALSE,Lyft,"Abi, Kevin, Jed, Deezy, Weezy",,,,,,TRUE,TRUE,1,1,FALSE,"Fruit Merge, Golf Simulator",TRUE,3,"Whisky, Seltzer, Seltzer"
2024-01-14,Sunday,3,January,Windy,44,27,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,12:00,00:00,13,1,32,Good,Great,FALSE,Long Sleeve,Forest Green,,St. John's Bay,,Green,Joggers,Dark Green,,American Eagle,,Green,Sneakers,Aquamarine,Light Green,Nike,,Green,Green,Blue,Boxers,Green,Lime Green,Black,Nike,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Gray,Green,Sweater,,,Gray,2,,Beef Empanadas,Cheesy Potatoes,,Skinny Pop,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,8,7,,"Banana, Mango",Potato,Beef,,I love empanadas,Solid meal nothing special ,,,Fmovies,YouTube,,The Curse,Most Insane NBA Hot Take,2,FALSE,TRUE,Cold,FALSE,FALSE,0,FALSE,0,,"Bus, Subway, Light Rail, Path",FALSE,FALSE,FALSE,"Abi, Joe",,,Ashley,MSPCFO Endpoint,python,TRUE,TRUE,2,3,FALSE,"Ultimate Chicken Horse, Fruit Merge",FALSE,0,
2024-01-15,Monday,3,January,Snow,32,23,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,10:00,02:30,10,1,80,Great,Great,FALSE,Long Sleeve,Jungle Green,,Harvard Frisbee,,Green,Sweatpants,Black,White,Harvard BRed Line,,Black,Sneakers,Black,Red,Nike,Darth Maul,Black,Blue,Green,Boxers,Blue,Lime Green,Black,Nike,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,"Lincoln Green, Forest Green",,"Hoodie, Winter Jacket",,,Green,3,,Shwarma Sandwich,Beef Empanadas,Bone Marrow,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Mamoun's,,Minetta's,,8,8,10,"Banana, Tomato",Chickpea,"Beef, Bone Marrow, Chicken",,Mamoun's is pretty good,Empanadas came in clutch,Bone marrow is one of my favorite foods. Extra slimy and fatty just the way I like it. Pause. I love how the bones they use make the bone marrow easily accessible and the bread they have goes really well with the bone marrow.,,YouTube,YouTube,,,moistcritical: the best use of AI,2,FALSE,TRUE,Snow,FALSE,FALSE,0,FALSE,0,Frisbee,Path,FALSE,FALSE,FALSE,"Abi, Kevin, Weezy, Wilson",Joe,Ashley,"Joe, Weezy","MSPCFO LLM, ScholarlySync, Integrate",python,TRUE,TRUE,1,3,FALSE,Fruit Merge,FALSE,0,
2024-01-16,Tuesday,3,January,Snow,33,22,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,01:00,6.5,1,16,Ok,Good,FALSE,Hoodie,Blue,White,Columbia,,Blue,Japanese Leisure Pants,Forest Green,,Blank,,Green,Sandals,Green,Orange,Adidas,,Green,Blue,Red,Boxers,Blue,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,FALSE,,,,,,,1,,Cheesy Potatoes,Jalepeño Tilapia w/ Sugar Snaps and Mushrooms,,,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,,,,7,7,,Banana,"Mushroom, Carrot, Peas, Spinach",Tilapia,,Solid meal,The Jalepeños were really good but nothing special,,,,Netflix,,,The Beef,1,FALSE,FALSE,,TRUE,FALSE,0,TRUE,30,,,FALSE,FALSE,FALSE,,Ashley,,Ashley,"FSNB Chatbot, ScholarlySync, Integrate",python,TRUE,TRUE,1,4,TRUE,Blocks,FALSE,0,
2024-01-17,Wednesday,3,January,Sunny,25,17,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,00:00,8,1,9,Good,Good,FALSE,Long Sleeve,Olive Green,,Blank,,Green,Joggers,Black,,American Eagle,,Black,Boots,Brown,Green,Timberlands,,Brown,Blue,Green,Boxers,Blue,Sage Green,,Blank,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Green,,Winter Jacket,,,Green,2,,Jalepeño Tilapia w/ Sugar Snaps and Mushrooms,BBQ Chicken Quesadilla,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,8,,"Banana, Peppers","Mushroom, Carrot, Peas","Tilapia, Chicken",,Solid leftover lunch,I should make quesadillas more often I'm really good at it,,,Netflix,Netflix,,The Beef,The Beef,2,TRUE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,,"Ashley, Russ",,"Joe, Ashley, Mom","FSNB Chatbot, ScholarlySync, Integrate",python,TRUE,TRUE,1,2,TRUE,Blocks,FALSE,0,
2024-01-18,Thursday,3,January,Cloudy,33,22,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:00,03:00,10,1,10,Good,Good,FALSE,T-Shirt,Lime Green,Black,Valdosta State,,Green,Pajama Pants,Forest Green,Red,Candy Canes,,Green,Sneakers,Black,Red,Nike,Darth Maul,Black,Blue,,Boxers,Blue,Orange,,DragonBallZ,,Orange,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Green,,Winter Jacket,,,Green,2,,BBQ Chicken Quesadilla,Turkey Burger Cheese Curds,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,9,,"Banana, Peppers",,"Chicken, Turkey",,Hits just as much on the second time around. Tetherball,Great idea by me to combine the turkey burgers with cheese curds. My time in canada has done me well,,,YouTube,YouTube,,Brain Pilot: The Beef Ending Explained,LongBeachGriffy: when your friend is unhinged pt. 9,2,FALSE,TRUE,Chilly,TRUE,TRUE,20,TRUE,30,,,FALSE,FALSE,FALSE,,,,"Ashley, Mom","FSNB Chatbot, ScholarlySync, AI Book",python,TRUE,TRUE,2,3,TRUE,Blocks,FALSE,0,
2024-01-19,Friday,3,January,Snow,32,24,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,00:00,5,0,8,Good,Good,FALSE,Long Sleeve,Seafoam Green,Blue,Columbia,,Green,Swishy Sweatpants,Navy Blue,,Nike,,Blue,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,Electric Lime,Black,Stance,,Green,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Green,,Winter Jacket,,,Green,2,,Honey Mustard Chicken Salad,Salmon Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,9,,"Banana, Mango",Lettuce,"Chicken, Salmon",,Putting the chicken in a salad was a great move. Arguably better than the quesadilla somehow,"Great salmon salad. Put it in a bowl too, I think salad's taste better in bowls",,,Hulu,Hulu,,Adventure Time,Fargo,2,FALSE,TRUE,Snow,TRUE,FALSE,0,TRUE,30,,Path,FALSE,FALSE,FALSE,,,"Ashley, Deezy","Ashley, Deezy","ScholarlySync, FSNB Chatbot, Integrate ",python,TRUE,TRUE,2,3,FALSE,Blocks,FALSE,0,
2024-01-20,Saturday,3,January,Sunny,26,17,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,08:00,00:00,8,0,13,Good,Good,FALSE,Long Sleeve,Seafoam Green,Blue,Columbia,,Green,Sweatpants,Gray,Red,Quincy,,Gray,Sneakers,Green,Black,Nike,,Green,Green,Red,Boxers,Green,Sage Green,,Blank,,Green,Glasses,Green,TRUE,Kelly Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Green,Brown,Coat,,,Green,2,,Turkey Burger Cheese Curds,Spicy Chicken Sandwich,Green Tea Rice Balls,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,Popeye's,Dim Sum Sam,,8,9,8,"Banana, Pickle",,"Turkey, Chicken",,Delicious as always,Not as good as Chick-Fil-a's but I still like it,Never gets old,,Hulu,Peacock,,Fargo,Green Bay vs. 49ers,2,FALSE,TRUE,Freezing,FALSE,FALSE,0,FALSE,0,,Path,FALSE,FALSE,FALSE,"Kevin, Jed, Weezy, Jordan",,Ashley,,Integrate ,python,TRUE,TRUE,2,2,FALSE,"Blocks, Golf Simulator",TRUE,4,"Seltzer, Seltzer, Seltzer, Seltzer"
2024-01-21,Sunday,4,January,Sunny,31,19,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,10:00,00:00,10,0,10,Good,Good,FALSE,T-Shirt,Lime Green,White,Hawaiian Rumble,,Green,Joggers,White,Black,American Eagle,,White,Slippers,Olive Green,Brown,LL Bean,,Green,Blue,,Boxers,Blue,Black,Orange,Mortal Kombat,,Black,Glasses,Green,TRUE,Kelly Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Green,,Winter Jacket,,,Green,2,,Turkey Burger Cheese Curds,Egg Spinach Quesadilla,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,Banana,Spinach,"Turkey, Eggs",,The meal that keeps on going,Egg-cellent,,,YouTube,YouTube,,Nando Cut: Super Girl Casting Video,Dunkey: Best Video Games of 2023,2,FALSE,TRUE,Cold,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,,Ashley,,Ashley,Integrate ,python,TRUE,TRUE,2,2,FALSE,Blocks,FALSE,0,
2024-01-22,Monday,4,January,Sunny,37,24,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,08:30,01:00,8.5,0,7,Good,Good,FALSE,T-Shirt,Viridian,,UnderArmor,,Green,Joggers,Moss Green,Black,American Eagle,,Green,Sneakers,Black,Green,Adidas,,Green,Red,Green,Boxers,Red,Green,White,Nike,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,,,Green,FALSE,,,,,,TRUE,"Black, Green",,"Patagonia, Winter Jacket",,,Green,3,,Salmon Quesadilla,Turkey Spinach Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,7,,Banana,Spinach,"Salmon, Turkey",,Solid meal,Pretty good,,,Fmovies,Fmovies,,Gen V,Gen V,2,FALSE,TRUE,Chilly,TRUE,FALSE,0,TRUE,30,Frisbee,Path,FALSE,FALSE,FALSE,"Wilson, Joe, Jordan",,,Mom,"AI-Image Classification, MSPCFO",python,TRUE,TRUE,1,2,TRUE,Blocks,FALSE,0,
2024-01-23,Tuesday,4,January,Cloudy,40,33,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,01:00,8,0,0,Good,Good,FALSE,T-Shirt,Cornflour Blue,Magenta,Old Navy,,Blue,Swishy Sweatpants,Green,White,Holloway,,Green,Slip-on Shoes,Matcha Green,Green,Moln,,Green,Green,Blue,Boxers,Green,Green,Blue,Luigi,,Green,Glasses,Green,TRUE,Dark Blue,Columbia Blue,Beanie,Columbia,,Green,FALSE,,,,,,TRUE,Cerulean,,Hoodie,,,Blue,2,,Turkey Quesadilla,Spinach Scrambled Eggs,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,Mango,Spinach,"Turkey, Eggs",,The seasoning on the turkey complimented the quesadilla more than the salad,Finished using all the eggs,,,YouTube,YouTube,,LongBeachGriffy: When a Klan member comes into the studio,Cosmonaut: Batman - All Movies Reviewed pt. 2,2,TRUE,TRUE,Chilly,TRUE,TRUE,10,TRUE,20,,,FALSE,FALSE,FALSE,,,,"Ashley, Scialabba",ScholarlySync,python,TRUE,TRUE,1,3,FALSE,"Blocks, Fruit Merge, Parchisi",FALSE,0,
2024-01-24,Wednesday,4,January,Cloudy,45,37,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,01:00,8,0,3,Good,Good,FALSE,T-Shirt,Olive Green,Orange Red,King Ghidora,,Green,Swishy Sweatpants,Navy Blue,,Nike,,Blue,Sandals,Green,Orange,Nike,,Green,Red,Green,Boxers,Red,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Hunter Green,,Hoodie,,,Green,2,,Turkey and Rice,Chicken Sausage over Fries,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,7,,"Banana, Mango, Strawberry",Potato,"Chicken, Turkey",,Good meal,Good meal,,,YouTube,YouTube,,"AFunkyDiabetic: Bucks Fire Adrian Griffin, Hire Doc Rivers",How Kevin Durant Sold His Soul to the Basketball Devil,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,,Ashley,,"Ashley, Mom","ScholarlySync, MylesAI",python,TRUE,TRUE,2,4,FALSE,"Fruit Merge, Parchisi",FALSE,0,
2024-01-25,Thursday,4,January,Rain,53,43,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,11:00,03:00,10,0,12,Good,Good,FALSE,Button Up Shirt,Jungle Green,Black,Attack on Titan,,Green,Joggers,Black,,American Eagle,,Black,Boots,Brown,Green,Timberlands,,Brown,Red,White,Boxers,Red,Black,Neon Green,UnderArmour,,Black,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Forest Green,,Rain Jacket,Columbia,,Green,2,,Chicken Sausage over Fries,Watermelon Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,"Banana, Coconut, Watermelon","Potato, Spinach",Chicken,,Polynesian sauce made this a lot better,Good meal nothing special,,,YouTube,YouTube,,Schafrillas Productions: Ranking Every 2023 TV Show I Watched,Chris Stuckmann: Godzilla Minus One/Minus Color - Movie Review,2,FALSE,TRUE,Chilly,TRUE,TRUE,10,TRUE,20,,,FALSE,FALSE,FALSE,Kevin,,,Ashley,"ScholarlySync, MylesAI, AI-Image Classification",python,TRUE,TRUE,2,2,FALSE,"Blocks, Parchisi",TRUE,1,Seltzer
2024-01-26,Friday,4,January,Cloudy,47,41,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,00:00,6,0,0,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Sweatpants,Forest Green,Gray,Nike,,Green,Sneakers,Green,Neon Green,Nike,,Green,White,Red,Boxers,White,Black,Green,Nike,,Black,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Hunter Green,,Hoodie,,,Green,2,,Chicken Sausage over Fries,Watermelon Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,6,,Banana,Spinach,Chicken,,I've had this too many times,Think I need to get a new meal getting tired of this haha,,,YouTube,YouTube,,Analyzing Evil: The Joker From The Arkham Series,YEET Smash: these kills took less than 10 seconds,2,FALSE,TRUE,Chilly,FALSE,FALSE,0,FALSE,0,Climbing,,FALSE,FALSE,FALSE,Deezy,,,Deezy,"ScholarlySync, MylesAI","python, HTML",TRUE,TRUE,2,3,FALSE,"Blocks, Parchisi",FALSE,0,
2024-01-27,Saturday,4,January,Cloudy,47,40,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:00,01:00,9,1,42,Good,Good,FALSE,Polo,Lime Green,White,Grand Slam,,Green,Khakis,Verdigris,,Blank,,Green,Slip-on Shoes,Matcha Green,,Moln,,Green,Red,Green,Boxers,Red,Lime Green,Green,Golf,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Forest Green,,Pullover,Leverett,,Green,2,,Unlimited Shrimp,Wings and Nachos,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Red Lobster,The Stewed Cow,,,9,7,,"Coconut, Avocado, Tomato",Broccoli,"Chicken, Shrimp",,"The only thing keeping this from a 10 is that the popcorn shrimp was horrible, everything else was perfect",Solid bar food,,,,,,,,0,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Golf,,TRUE,FALSE,FALSE,"Deezy, Scialabba, Mike, Kevin, Jordan, Jed",,,,MylesAI,python,TRUE,TRUE,1,3,FALSE,"Blocks, Super Mario Wonder",TRUE,4,"Whiskey, Whiskey, Beer, Beer"
2024-01-28,Sunday,5,January,Rain,42,36,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,09:30,00:00,8.5,1,50,Good,Good,FALSE,T-Shirt,Kelly Green,Blue,Hoboken,,Green,Sweatpants,Forest Green,Gray,Nike,,Green,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Hunter Green,,Hoodie,,,Green,2,Pancakes w/ Strawberries and Spicy Honey,,Pulled Pork Quesadilla,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,9,9,,Strawberry,Peppers,Pork,,The hot honey went really well with the pancakes and the strawberries. I should buy more hot honey,Dang this bbq pulled pork slaps. Way better than Mighty Quinn's,,,YouTube,Netflix,,RustyBuckets: WTF is happening in the NBA?!,Blue Eye Samurai,2,TRUE,TRUE,Good,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,Scialabba,,,,"AI-Image Classification, MylesAI",python,TRUE,TRUE,1,1,FALSE,"Fruit Merge, Blocks",FALSE,0,
2024-01-29,Monday,5,January,Cloudy,41,33,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,"Hoboken, Manhattan","New Jersey,  New York",USA,10:00,01:30,10,0,79,Good,Bad,FALSE,Athletic Shirt,Lime Green,Green,MUD,,Green,Swishy Sweatpants,Navy Blue,,Nike,,Blue,Slip-on Shoes,Matcha Green,,Moln,,Green,Green,Blue,Boxers,Green,Black,Neon Green,Nike,,Black,Glasses,Green,TRUE,Black,,Beanie,Pepper Palace,,Black,FALSE,,,,,,TRUE,Hunter Green,,Jacket,,,Green,2,,Pulled Pork Quesadilla,Mozzarella Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,9,7,,Mango,Lettuce,Pork,,I could eat this for while and be happy,Needed a light dinner before frisbee,,,YouTube,YouTube,,Analyzing Evil - Todd Alquist,Dunkey: How to Get a Gun in Pokemon with Guns,2,FALSE,TRUE,Good,FALSE,FALSE,0,FALSE,0,Frisbee,Path,FALSE,FALSE,FALSE,"Weezy, Kevin, Joe",,,,"AI-Image Classification, MylesAI",python,TRUE,TRUE,2,3,FALSE,"Fruit Merge, Blocks",FALSE,0,
2024-01-30,Tuesday,5,January,Cloudy,38,33,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,10:30,01:00,9,0,13,Good,Good,FALSE,T-Shirt,Seafoam Green,Blue,Adidas,,Green,Aladdin Pants,Blue,Chartreuse,,,Blue,Sandals,Green,Orange,Adidas,,Green,Blue,Green,Boxers,Blue,Blue,Red,Mario,,Blue,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Cerulean,,Hoodie,,,Blue,2,,Pulled Pork Salad,Shrimp Burger over Sweet Potatoes,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,8,,Mango,"Lettuce, Potato","Pork, Shrimp",,Great end to the pulled pork run,Great seasoning on the potatoes,,,YouTube,YouTube,,moistcritical: Taylor Swift AI Situation,moistcritical: Pathetic Loser Tries to Get Free Motorcycle,2,FALSE,FALSE,,FALSE,FALSE,0,FALSE,0,,,FALSE,FALSE,FALSE,,Ashley,,Ashley,"AI-Image Classification, MylesAI",python,TRUE,TRUE,0,3,FALSE,"Fruit Merge, Big Brain Academy: Brain vs. Brain",FALSE,0,
2024-01-31,Wednesday,5,January,Cloudy,41,33,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,08:00,03:00,7,0,40,Good,Good,FALSE,T-Shirt,Lime Green,Red,Mario,Bowser Jr.,Green,Sweatpants,Gray,Orange Red,Adidas,,Gray,Sandals,Green,Orange,Adidas,,Green,Green,Blue,Boxers,Green,,,,,,Glasses,Green,FALSE,,,,,,,FALSE,,,,,,TRUE,Hunter Green,,Hoodie,Costco,,Green,2,,Shrimp Burger over Sweet Potatoes,Kimibap,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,8,7,,Mango,Potato,"Shrimp, Pork",,Great seasoning on the potatoes,Just a quick meal because I didn't want to cook too long,,,YouTube,YouTube,,Kofie: What happens to the NBA when LeBron James and Steph Curry?,Cosmonaut: Cosmonaut Catch-Up 2023,2,FALSE,TRUE,Good,FALSE,FALSE,0,TRUE,20,,,FALSE,FALSE,FALSE,,,,,"AI-Image Classification, MylesAI",python,TRUE,TRUE,1,4,FALSE,"Fruit Merge, Big Brain Academy: Brain vs. Brain",FALSE,0,
2024-02-01,Thursday,5,February,Cloudy,42,35,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,Hoboken,New Jersey,USA,11:00,03:00,8,1,23,Good,Good,FALSE,T-Shirt,Sage Green,Red,Canada,,Green,Sweatpants,Gray,Black,Monstercat,,Gray,Slip-on Shoes,Matcha Green,,Moln,,Green,Blue,Green,Boxers,Blue,Green,Baby Blue,Stance,,Green,Glasses,Green,TRUE,Dark Green,,Beanie,American Eagle,,Green,FALSE,,,,,,TRUE,Hunter Green,,Hoodie,Costco,,Green,2,,Kimibap,Boom Boom Shrimp Salad,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,7,10,,"Mango, Peppers",Lettuce,"Shrimp, Pork",,It's aight,"Boom Boom Shrimp is so freaking good, I love shrimp so much",,,YouTube,YouTube,,moistcritical: Moist Meter - Suicide Squad: Kill the Justice League,troyoboyo17: Just Make a Superman Game Already,2,TRUE,TRUE,Chilly,TRUE,TRUE,20,FALSE,30,,,FALSE,FALSE,FALSE,,,,,MylesAI,python,TRUE,TRUE,2,5,FALSE,"Fruit Merge, Big Brain Academy: Brain vs. Brain, Parchisi",FALSE,0,
